m n xshort ynoraml zshort anglelong angleshort anglenormal
  559 1166    0.07673    0.02161    1.57621    0.33672    1.19493    1.13963
  559 1370   -0.44584    0.37551    0.42850    2.66090    2.06861    1.11980
  559 1372    0.44085    0.38883    1.48659    2.74687    2.94530    0.36164
  559 1392    0.00435    0.88971    0.15553    1.54249    2.79475    1.58432
  559 1401   -0.89082    0.73372    0.29132    1.43176    2.55585    1.62264
  559 1633   -0.51081    0.07689    0.08136    2.83659    1.18280    1.97564
  559 1731    0.11166    0.46726    1.23106    0.42041    0.35022    0.23076
  559 1773   -0.34007    0.17333    1.39198    0.21667    1.19432    1.18757
  559 1800   -0.42341    0.17079    1.49595    0.52374    0.46177    0.24805
  559 1841   -0.33858    1.05588    0.73336    1.85966    2.19372    1.68449
  559 1907   -0.45477    0.88915    0.24729    1.45003    1.66928    1.34829
  560  605    0.27819    0.18067    1.60322    2.81796    1.05366    2.06220
  560  742   -0.36991    1.04604    0.29984    1.63391    1.48986    0.80426
  560  943   -0.94569    0.13349    0.43883    1.43382    2.16480    2.18242
  560  973    0.65098    0.25084    0.27056    2.53317    0.65119    2.91661
  560  987   -0.01562    0.41895    1.58718    2.79656    1.82043    1.32931
  560 1052    0.86067    0.17891    0.10493    1.28640    1.28315    0.80078
  560 1256   -0.47432    0.23920    0.08255    2.75727    2.04449    1.14107
  560 1358   -0.15731    0.40493    1.46234    0.44086    1.01633    1.09309
  560 1463    0.32956    0.43155    1.03225    2.81462    1.71654    1.37645
  560 1478   -0.03072    0.43460    0.22648    0.33406    0.79889    0.82666
  560 1494    0.75950    0.13229    1.55894    2.73585    2.57512    0.54084
  560 1572   -0.35840    0.19818    1.71315    0.19402    1.57298    1.57686
  560 1691    0.38693    0.78384    0.18008    1.43027    0.98525    1.29512
  560 1730   -0.85056    0.66181    0.24522    1.68144    1.61272    2.46308
  560 1906    0.47532    0.51045    1.44959    0.31378    2.81899    2.77383
  560 1966    0.32603    0.81559    0.69327    1.82115    1.11593    2.29636
  560 2086    0.13892    0.51703    1.20192    1.94326    1.08265    2.34588
  561  591   -0.05855    0.50028    0.07756    0.25385    2.08041    2.11583
  561  931   -0.77818    0.40524    1.27924    1.38494    2.03568    1.58868
  561  943    0.49940    0.23572    1.41388    1.55770    2.27235    1.92248
  561 1537   -0.46998    0.18850    0.02519    0.30327    2.00434    2.05207
  561 1730   -0.55437    0.13523    0.98373    1.37052    2.84167    1.81317
  561 1746   -0.94220    0.47387    0.86499    1.50763    1.66028    2.89044
  561 1787   -0.48314    0.31260    0.16796    0.29681    2.85454    3.03952
  561 1870   -0.49869    0.26792    0.01274    0.30964    2.83114    3.11372
  561 2110    0.20132    0.06931    1.30441    1.57631    1.22106    1.10247
  561 2142   -0.60142    0.41130    0.99634    1.69866    1.61048    1.42480
  562  809    1.02892    0.02455    0.27950    1.45148    1.44666    0.40448
  562 1054    0.48876    0.07693    0.78029    1.80084    1.11735    1.36562
  562 1155    0.23786    0.50128    0.61458    1.79995    1.30665    1.17183
  562 1219   -0.44363    0.05015    0.35663    2.97043    1.70280    1.44356
  562 1286    0.32993    0.41952    0.06599    0.38671    2.50706    2.62300
  562 1406    0.58585    0.27397    0.13578    0.18432    0.17265    0.25084
  562 1657    0.13185    0.54738    0.17115    0.36968    1.05854    1.13310
  562 1949    1.12578    0.11442    0.33448    2.11757    1.25231    2.48467
  562 2067    0.03323    0.39231    0.25646    0.42101    2.67235    2.93105
  562 2078   -0.35569    0.37525    1.30928    0.27963    0.45001    0.52870
  562 2119   -0.61605    0.12582    1.25766    2.85229    2.91073    0.34780
  563  639    0.45083    0.03123    0.53307    2.89174    2.42823    0.74170
  563  708   -1.10532    0.05724    0.20285    2.01991    1.33775    1.35503
  563  833   -0.02005    0.68549    0.61273    0.63318    1.69958    1.85057
  563 1046    0.33060    0.42668    0.24172    2.85315    0.61821    2.59146
  563 1091   -1.06214    0.31046    0.64946    2.16449    0.91533    1.86480
  563 1183    0.19822    0.33241    0.17550    2.72292    0.66846    2.62829
  563 1498   -0.52913    0.07405    0.17715    0.42557    1.63580    1.64579
  563 1604   -0.02703    0.18846    1.39190    2.43206    0.66518    2.14824
  563 1628    0.16463    0.60806    1.28803    2.57941    0.30000    2.65983
  563 1734   -0.40257    0.41001    1.13764    2.71465    0.44098    2.67611
  563 1793   -0.42324    0.24178    0.89970    2.10737    1.77083    1.40827
  563 1841   -0.06238    0.65669    1.14231    2.17428    0.89649    2.71363
  563 1901   -0.01906    0.25565    1.35135    1.95971    1.13788    2.08439
  563 2133    0.38253    0.72519    0.37040    2.43706    0.49174    2.27596
  564  847   -0.53048    0.21625    0.12969    2.77506    0.36951    3.09513
  564 1119    0.52396    0.19341    0.07575    0.36884    2.66958    2.84559
  564 1132    0.68664    0.25084    1.35971    0.43509    2.67277    2.96764
  564 1241   -0.11873    0.47804    0.12796    3.02010    2.46514    0.68814
  564 1360    0.53155    0.08702    1.40722    0.18157    0.95407    0.96865
  564 1616   -0.33690    0.27839    0.27181    2.71174    1.08325    2.16017
  564 1716    0.04880    0.27147    1.61396    0.44491    1.81617    1.89144
  564 1765   -0.53254    0.12507    1.55893    2.93996    3.06711    0.20049
  564 1924   -0.16859    0.25331    1.50287    3.03036    1.89391    1.25227
  564 1950   -0.67649    0.18199    1.31669    1.84866    1.19976    2.69527
  564 2011    0.40600    0.26210    0.16319    0.29045    2.26770    2.31497
  565  613    0.06109    0.47928    0.09300    0.06170    1.13757    1.13682
  565  652    0.55388    0.23408    0.04150    0.32804    2.84241    2.98094
  565 1000    0.12928    0.55019    0.81489    1.50660    1.85372    1.56541
  565 1345   -0.33671    0.58633    1.45883    2.30114    2.51567    1.04467
  565 1403   -0.40842    0.26038    0.04679    2.85717    0.80693    2.38438
  565 1418   -0.51568    0.19369    0.13745    2.82983    0.41879    2.83103
  565 1618   -0.29321    0.98076    1.28996    2.31973    2.60605    0.87822
  565 1806   -0.43983    0.38091    1.16395    1.71886    1.08947    2.29671
  565 1875    0.21794    0.11154    1.04686    1.72087    1.97799    0.71762
  566  567    0.20551    0.29581    1.09373    1.91631    2.83140    1.22579
  566  705   -0.73989    0.22884    0.52088    1.80292    0.19742    1.81696
  566  717   -0.47809    0.73025    1.15055    0.89745    1.22668    1.39425
  566  780   -0.95514    0.16969    0.71586    1.00018    2.06227    1.60218
  566  879   -0.75689    0.31241    1.04809    0.93687    1.18601    0.68577
  566  956   -0.07376    0.46907    0.08306    2.61751    0.94945    2.36934
  566 1113   -0.30867    0.29059    0.83112    1.41120    0.24987    1.38280
  566 1242   -0.73454    0.65367    0.71021    0.81451    2.07409    2.42892
  566 1393    0.73467    0.10509    1.16599    1.95975    1.83572    0.54902
  566 1443   -0.23491    0.67214    1.21060    1.17235    0.98002    1.40351
  566 1578   -0.49456    0.28919    0.32452    2.74321    0.43162    2.97641
  566 1779   -0.87076    0.38164    1.29512    1.20527    1.35401    0.71898
  566 1827    0.00983    0.44379    0.42954    0.24286    0.18211    0.16078
  567  602    0.06020    0.67650    1.46005    2.01570    0.66952    2.16572
  567  714   -0.57840    0.15459    0.00882    2.98513    2.67473    0.47232
  567  926    0.08577    0.41660    0.21213    0.02199    0.51144    0.51098
  567 1113   -0.47749    0.22006    0.23864    2.93213    2.99835    0.22935
  567 1244    0.51077    0.70076    0.28179    0.27265    1.29449    1.31549
  567 1260    0.92648    0.40752    1.09526    1.88520    0.75349    1.66840
  567 1443    0.31233    0.26141    0.42822    2.90022    2.21239    0.92071
  567 1451    0.35101    0.99032    0.71929    1.89137    2.85113    1.23116
  567 1452    0.76344    0.70498    0.72387    1.09152    0.84389    1.03444
  567 1578   -0.13952    0.93645    0.34792    1.41531    2.49357    1.91954
  567 1659    0.72511    0.83475    0.29375    1.84353    0.61665    2.03286
  567 1757    0.54127    0.20830    1.37183    1.97391    2.88096    1.13263
  567 2019    0.27552    0.01604    0.99263    1.80055    1.77111    1.45200
  568  715    0.51467    0.23666    0.44956    0.39358    2.63585    2.80650
  568  859   -0.54711    0.19538    1.32646    2.93362    0.98780    2.17949
  568  897    0.09569    0.47197    0.05834    0.21301    2.15410    2.18036
  568 1003    0.21462    0.13722    1.61066    2.95218    1.80152    1.34802
  568 1883    0.45933    0.16913    0.86864    1.93665    1.25068    1.63089
  569  573   -0.20536    0.83079    0.24398    2.03444    0.96978    2.02762
  569  632    0.57254    0.77891    1.05570    2.66354    1.13867    1.88813
  569  688   -0.17838    0.80728    0.13596    1.69032    1.22473    1.34721
  569  745   -0.39019    0.03619    0.92057    1.53065    1.91875    1.77035
  569  937   -0.85102    0.00961    0.65599    1.28060    1.42500    1.17165
  569  951   -0.95550    0.03889    0.04787    0.13624    0.77941    0.78970
  569 1385   -0.04775    0.06077    1.41969    2.64469    1.54995    1.61516
  569 1524    0.19570    0.81357    1.03084    1.42531    1.51388    0.94495
  569 1603    0.31795    0.61738    0.93547    1.85327    1.01053    1.51887
  569 1744    0.25757    0.69826    0.43059    2.08306    1.81722    1.78677
  569 1873    0.35765    0.29381    1.47094    0.17288    1.94712    1.94226
  569 1887   -0.54473    0.19521    0.16943    2.87447    2.61614    0.58404
  569 2152    0.55233    0.22576    0.04154    0.33438    2.79567    3.05360
  570  700    0.58546    0.22566    0.94286    1.73060    2.09492    1.46980
  570  837    0.50812    0.08924    1.24159    1.23521    1.36878    0.52041
  570 1038    0.05236    0.32810    1.46166    0.35961    0.82409    0.81566
  570 1312    0.52881    0.06377    0.09069    3.05798    1.89083    1.24985
  570 1362   -0.39486    0.06856    1.53579    2.90404    2.42590    0.70419
  570 1423   -0.26120    0.46869    0.09998    2.91955    1.95588    1.17185
  570 1471   -1.15553    0.06076    0.81845    1.43099    1.96313    1.35700
  570 1574    0.85179    0.65066    0.95750    1.64091    1.70097    2.49133
  570 1712    0.20483    0.49573    0.25789    0.28321    2.23562    2.28277
  570 1919   -0.10818    0.55487    1.35936    2.80800    0.51038    2.52992
  570 1980   -0.35981    0.26669    0.19559    0.12330    0.66243    0.67463
  571  620   -0.58435    0.09077    0.75862    1.35003    1.87150    1.65917
  571  927    0.38522    0.18159    1.58215    0.34298    2.58628    2.61507
  571 1006    0.63832    0.16927    0.21086    0.33171    2.69248    2.82708
  571 1557   -0.31340    0.32357    0.20032    2.72188    0.85068    2.40183
  571 1564    0.20428    0.45942    0.16673    2.82081    1.04387    2.13324
  571 1602   -0.56355    0.16869    0.10801    3.03478    2.84834    0.28349
  571 1682   -0.06956    0.25167    1.79420    0.45252    1.49961    1.59349
  571 2057   -0.01528    0.52012    0.96714    1.63660    1.94797    1.86375
  571 2093    0.17576    0.50597    1.20781    0.74741    2.14486    1.85862
  572  604   -0.16592    0.30955    1.52902    2.97154    0.73829    2.40970
  572  800   -0.06907    0.46465    0.14308    0.31167    2.24466    2.29282
  572  862   -0.13865    0.50793    0.03247    0.31221    2.14481    2.18493
  572 1069   -0.55348    0.25705    1.39828    2.90187    2.62693    0.48059
  572 1090   -1.09375    0.30544    1.02130    0.67601    2.41389    2.82012
  572 1134    0.13609    0.16689    1.53529    2.74052    1.87581    1.31386
  572 1196    0.42412    0.21803    0.35631    0.05127    0.90732    0.90570
  572 1387    0.53691    0.27653    0.16545    0.21465    0.13095    0.22896
  572 1433   -0.53205    0.29008    0.16633    2.97574    2.95484    0.20809
  572 1591    1.05502    0.16102    1.21142    2.51604    1.49862    1.81399
  572 1750    0.64893    0.19616    1.42800    2.80640    2.67793    0.32023
  572 2009   -0.43642    0.19280    0.04995    0.04830    0.88231    0.88362
  572 2092   -0.23979    0.29963    1.45585    2.48397    0.79027    2.70342
  572 2155    0.40344    0.21726    1.55115    0.13918    0.83190    0.82734
  573  631   -0.78587    0.80582    0.99546    1.07033    1.14674    1.27764
  573  688    0.07565    0.45483    0.28209    0.34473    2.19175    2.26612
  573 1639    0.63405    0.19332    0.42173    2.81474    2.09378    1.03665
  573 1676    0.14752    0.40608    0.60673    2.95893    2.40897    0.72730
  573 1744   -0.44163    0.22715    0.14164    0.24959    0.92988    0.96409
  573 2152   -0.26894    0.41872    0.56597    1.93929    1.82630    1.19600
  574  914    0.78497    0.68594    0.02939    1.86323    2.51827    1.08379
  574  976   -0.69068    0.15290    0.77444    1.32185    1.63533    0.81383
  574 1058   -0.62147    0.15253    0.35438    3.04384    2.88004    0.24455
  574 1092   -0.85376    0.67200    0.50627    1.88186    2.03587    0.86050
  574 1355    0.40985    0.28154    0.01655    0.31774    2.43998    2.52139
  574 1370   -0.35233    0.78847    0.28047    1.50181    1.10605    2.06782
  574 1547    0.06168    0.19540    0.97659    1.57425    0.96971    1.69109
  574 1842   -0.41546    0.44852    1.02193    1.37892    1.33581    0.63594
  575  651   -0.00588    0.83433    1.27114    0.41979    1.09934    1.19463
  575  712   -0.45670    0.39847    1.48100    2.82803    1.37363    1.75504
  575  886   -0.03753    0.08969    1.47724    2.78626    0.96623    2.12566
  575  994    0.46263    0.27355    0.08201    3.00726    3.05230    0.10893
  575 1035   -0.41195    0.00050    1.54326    0.21537    1.42947    1.40628
  575 1193    0.12572    0.11525    1.46141    0.55308    1.83890    1.95873
  575 1275   -0.02921    0.47458    0.05808    2.99455    2.15802    0.99388
  575 1314    0.11521    0.40541    1.45935    0.42276    0.41404    0.59431
  575 1556   -0.41840    0.31448    0.12327    3.01599    2.89022    0.25360
  575 1775    0.25446    0.45801    1.30876    2.49720    1.46981    1.81586
  575 2065    0.41488    0.26171    0.26456    0.06908    1.11415    1.11672
  576  644   -0.25556    0.43829    0.25144    0.18453    0.78983    0.81279
  576  833    0.38681    0.37006    0.21289    3.00067    2.84259    0.32200
  576  858   -0.63911    0.36266    1.20142    0.77567    2.94751    2.37805
  576 1091   -0.38759    0.30433    1.49022    0.36276    2.61790    2.71525
  576 1170    0.23142    0.68218    1.28892    2.37020    0.78608    2.27186
  576 1353    0.07822    0.22039    1.44077    2.88898    2.08755    1.09013
  576 1893   -0.32697    0.72590    1.17935    2.14703    2.33631    0.73560
  576 2073    0.40754    0.20069    1.51470    0.25773    1.01513    1.05128
  576 2133    0.22703    0.56171    0.24077    0.59370    2.19787    2.38264
  576 2139   -0.66916    0.17451    0.11213    3.10784    3.01449    0.12893
  577  583    0.18000    0.82531    1.07870    1.42731    0.13248    1.43500
  577  934   -0.38685    0.24440    0.20207    0.48058    2.33216    2.49391
  577  935    0.13379    0.88814    0.48407    1.68633    3.02433    1.45799
  577 1082   -0.28107    1.21158    0.08589    1.75928    2.90127    1.35400
  577 1127    0.62602    0.69018    0.74632    1.86263    2.36631    1.56886
  577 1161   -0.67336    0.79192    0.11307    1.64253    0.64217    1.82372
  577 1237    0.07320    0.72207    1.07591    1.59941    1.60965    1.62044
  577 1448   -0.12263    0.49046    0.09096    2.84353    1.08519    2.10688
  577 1600   -0.29552    0.90629    0.50353    1.82261    0.49985    1.84359
  577 1898    0.79915    0.39861    1.01377    0.96810    1.75208    1.56200
  577 1963    0.64608    0.90366    0.37859    1.15371    1.27080    1.34481
  577 2014    0.47629    0.16886    0.47295    0.34563    2.78103    2.96949
  577 2089   -0.10465    0.37357    1.13294    0.54524    2.62905    2.90907
  578  721   -0.00249    0.10906    1.58324    0.48272    0.49705    0.15089
  578  840   -0.45539    0.14838    0.00124    0.18816    1.00659    1.02669
  578 1068   -0.11065    0.44791    0.35779    2.96396    0.80074    2.36181
  578 1142   -0.46058    0.25367    1.38761    0.35151    1.75216    1.69638
  578 1186    0.43301    0.35007    0.01694    2.97460    2.81728    0.36509
  578 1268    0.08725    0.37128    1.70979    0.26483    1.80695    1.77183
  578 1542    0.55048    0.17941    0.23391    2.94614    2.09738    1.06569
  578 1545   -0.61810    0.28431    0.30919    0.24067    2.79952    2.88872
  578 1588    0.02861    0.54371    1.17424    2.76801    2.30198    0.74867
  578 1589    0.47699    0.24608    1.63711    2.80591    1.76577    1.32344
  578 1651   -0.06724    0.08804    1.48988    2.97258    0.20222    3.00396
  578 1721   -0.06990    0.55820    1.48095    0.48784    1.35290    1.24143
  578 1904    0.04145    0.53019    0.08302    0.30533    1.31666    1.36416
  578 2022   -0.31551    0.24021    1.41105    3.12752    0.09718    3.04541
  579  643   -0.11343    0.51018    1.54548    0.23109    2.54176    2.59026
  579  729    0.09992    0.48215    1.45944    0.09601    1.37137    1.37211
  579 1146   -0.06628    0.45108    0.16252    2.71612    0.62870    2.67041
  579 1163   -0.20382    0.23125    1.06454    1.34904    2.20483    2.04581
  579 1308    0.45148    0.27743    0.07487    2.80469    0.90616    2.29998
  579 1700   -0.60689    0.20146    0.10152    2.79642    0.34895    3.03856
  579 1803   -0.37587    0.03461    1.51766    0.25733    1.75282    1.77605
  579 1812   -0.71055    0.15900    1.57628    0.36785    2.34600    2.41139
  579 1981   -0.12719    0.03032    1.49303    2.91038    2.44429    0.69979
  580  677    0.62649    0.00752    0.96386    1.49793    1.44598    0.37862
  580  783    0.21539    0.37163    0.21687    1.91859    1.24110    2.78001
  580  961    0.91716    0.32826    0.89797    1.49692    1.56420    2.51795
  580 1198    0.59510    0.30821    0.18713    1.22473    2.26520    2.34387
  580 1470   -0.62296    0.52502    0.29585    1.20560    0.13889    1.21131
  580 1517    0.80473    0.49458    0.82018    1.33497    0.60207    1.44006
  580 1541   -0.30446    0.38927    0.37193    1.21168    1.89134    2.53873
  580 1611    0.02138    0.87493    1.26809    1.07185    0.24498    1.04948
  580 1735   -0.23029    0.36048    0.72031    1.85695    1.28400    2.60482
  580 2135    0.56304    0.58931    1.23153    1.09709    0.18043    1.08803
  581  702    0.05348    0.41551    0.46806    0.39292    2.34210    2.40451
  581  802    0.01998    0.40144    1.06653    2.65747    1.19649    1.82435
  581  978    1.05905    0.44283    0.27166    1.32683    1.37401    0.36661
  581 1047   -0.61209    0.77371    0.42512    0.67156    0.83668    0.72912
  581 1116    0.81219    0.18788    1.29204    1.09528    0.86296    0.63092
  581 1130    0.42581    0.44009    0.02268    0.29758    0.39811    0.26296
  581 1141   -1.01573    0.07480    0.08800    1.89565    1.91031    0.35291
  581 1163    0.55469    0.73699    0.87699    2.21975    1.82350    1.50579
  581 1257    1.28047    0.62093    0.42289    1.43983    1.67855    2.55244
  581 1305    0.48735    0.03605    0.25788    2.84905    2.12147    1.05994
  581 1308   -1.26412    0.14406    0.73558    1.82212    2.01952    0.62125
  581 1727   -0.85746    0.77842    0.09710    1.87764    2.07201    0.66850
  581 1788    1.22010    0.36398    0.90333    1.83613    1.34402    1.88149
  581 1943    0.45322    0.51442    1.09008    1.38848    1.89242    1.83090
  581 2081   -1.12231    0.47429    0.38767    1.25776    1.41219    0.58695
  581 2129    0.05446    0.92841    1.28299    0.75002    2.78206    2.35858
  582  769   -0.60659    0.08912    0.00158    0.33789    2.65712    2.79753
  582  883   -0.35635    0.22631    1.50239    0.10612    0.06784    0.08864
  582  931   -0.57971    0.24306    0.77519    1.45512    0.90788    1.53786
  582  987   -0.26808    0.85926    0.62315    1.64024    2.02683    1.06880
  582 1494    0.18130    0.26998    0.99003    1.79643    1.85802    1.71656
  582 1579    0.45117    0.27095    1.50240    0.39297    1.74360    1.82127
  582 1587    0.14333    0.88907    0.69749    1.22856    0.97413    1.40180
  582 1936   -0.51621    0.33574    0.00082    2.80937    0.35418    3.01958
  582 1999   -0.03903    0.43985    0.10660    3.06541    2.53030    0.61602
  582 2018    0.09643    0.28607    1.75285    0.20682    1.30260    1.30471
  582 2056    0.14940    0.88589    0.24684    1.28694    1.00845    1.16141
  582 2108   -0.46590    0.28522    0.17908    0.09004    0.12104    0.14992
  583  844   -0.81712    0.64217    0.96313    1.29653    2.09874    1.34409
  583  952   -0.40187    0.40302    0.95490    2.62741    0.38701    2.73012
  583 1237   -0.13654    0.23677    1.54395    3.02645    1.72131    1.41890
  583 1375   -0.58621    0.26173    0.22918    3.02326    3.00843    0.15683
  583 1448    0.38311    0.89038    0.48967    1.58426    1.04927    1.89724
  583 1643   -0.21475    0.54428    1.09929    1.61950    0.70487    1.80029
  583 1845   -0.45629    0.87328    0.08624    1.40584    1.19339    1.97067
  583 1883    0.20586    0.89672    0.89421    1.40303    0.37193    1.36390
  583 1898   -0.63827    0.07954    0.39487    1.66937    1.69294    0.51767
  584  700   -0.13820    0.96705    0.32091    1.80549    2.36414    1.55307
  584  850    0.54508    0.67019    0.21310    0.19168    0.64608    0.64216
  584 1273    0.03224    0.96952    0.16912    1.47510    1.23785    1.57772
  584 1389   -0.54386    0.64223    0.69262    1.20352    1.36196    1.52481
  584 1440   -0.33375    0.24867    0.25817    0.28140    2.30025    2.34451
  584 1471    0.27498    0.79889    0.79367    1.61582    2.52006    1.70633
  584 1503    0.38019    0.67170    0.30288    1.46408    1.33318    1.73540
  584 1723   -0.48185    0.72256    0.17372    1.61404    2.40941    1.75160
  584 1776   -0.53301    0.22997    0.19738    0.36407    2.77300    3.08246
  584 1807   -0.16436    0.87369    0.71157    1.40478    1.39721    1.63464
  584 1853    0.02951    0.22562    1.05859    1.93748    1.97286    0.28470
  584 1862    0.18859    0.50274    0.18384    2.95804    2.18879    0.97293
  584 2015   -0.34580    0.29495    1.58044    2.49760    1.00981    2.05232
  584 2042    0.05443    0.28457    0.95201    1.21678    1.67381    1.08838
  585  863    0.17892    0.28750    1.08425    1.88861    1.01570    1.99062
  585 1106    0.07481    0.46147    0.23953    0.20077    2.18466    2.20943
  585 1234   -1.09190    0.23603    0.81512    1.37598    2.22641    1.89840
  585 1260    0.34553    0.75608    0.94071    1.94796    0.90565    2.30640
  585 1326    0.49828    0.24272    0.19166    0.05834    0.07647    0.08446
  585 1425   -0.52043    0.23980    0.24972    2.83500    0.79371    2.40154
  585 1514    1.24414    0.14665    0.63582    1.45123    1.73158    0.89047
  585 1857    0.49709    0.25231    0.07153    3.05436    2.82832    0.30431
  585 1895   -0.16416    0.46188    0.27968    2.75290    0.84697    2.39883
  585 1941   -0.39933    0.24203    0.43679    0.27465    2.05033    2.09129
  585 1996    0.13927    0.23768    1.27631    0.36700    2.57296    2.56405
  585 2143    0.11980    0.23245    1.27459    3.09128    2.39310    0.74663
  586  661   -0.41652    0.56440    0.90183    1.25649    2.79665    1.94745
  586  768   -0.20106    0.96878    0.09709    1.53230    0.46488    1.55597
  586  895    0.32040    0.23477    0.99278    1.82206    0.63896    1.88825
  586  963    0.46924    0.92398    0.84973    1.41946    2.27031    1.74312
  586 1187   -0.01066    1.04116    1.08358    1.59935    0.21976    1.62293
  586 1284    1.07963    0.10936    0.76796    1.70088    1.72995    1.09427
  586 1435    0.33055    0.96157    0.35768    1.65726    0.09614    1.65684
  586 1468    0.56278    0.09798    0.16860    3.03714    2.90164    0.21897
  586 1658    0.27730    0.43557    0.69176    1.46418    0.69782    1.46583
  586 1673   -1.47902    0.01521    0.08829    1.56432    1.51452    0.35474
  586 1831    1.09193    0.29400    0.30427    1.51465    1.47407    0.35618
  587  599    0.75868    0.35353    1.36279    0.16275    1.18106    1.19023
  587  703   -0.37219    0.13879    1.55248    0.20912    1.15865    1.15007
  587  816    0.76467    0.39340    0.50911    1.92709    1.20188    2.26533
  587  883    0.79768    0.74405    0.09724    1.34209    2.74275    1.82226
  587  884    0.33761    0.22196    1.33400    2.58404    0.55300    3.02437
  587 1065    0.46469    0.23757    0.37862    0.28769    2.85307    3.11568
  587 1176    0.59161    0.78284    0.77223    1.67298    1.99120    0.98412
  587 1307    0.08467    0.47746    0.12623    0.20802    2.08973    2.11474
  587 1331    0.12464    0.50394    0.21330    2.81053    1.31927    1.86932
  587 1579   -0.73134    0.93215    0.36802    1.51425    1.45876    0.91806
  587 1864    0.89104    0.22601    0.94211    1.25174    2.62923    2.02847
  587 1983   -0.06351    0.02307    1.84785    2.97071    2.10875    1.02849
  587 2018    1.14016    0.35480    0.04719    1.23470    1.86407    2.17959
  587 2037    0.77526    0.41419    1.30633    2.69615    0.93592    2.26839
  588  635   -0.10197    0.08497    1.53396    3.00204    1.89512    1.25164
  588  915    0.25161    0.69908    1.13060    1.32388    2.35725    1.78575
  588  964   -0.22978    0.86232    1.08959    1.25896    1.67798    1.60842
  588 1085   -0.68428    0.19469    0.28008    2.56380    0.57913    3.09811
  588 1476   -0.23954    0.40548    0.34316    0.37000    2.35411    2.42751
  588 1501    0.10268    0.47847    0.51456    0.42173    0.94107    0.82833
  588 1679    0.26149    0.26846    0.50456    0.41608    1.93296    2.00153
  588 1814   -0.10035    1.04211    0.60713    1.72734    0.54665    1.66974
  588 2082   -0.51549    0.32611    1.08160    0.07149    2.07169    2.06967
  589  787   -0.43361    0.23262    1.42528    2.43689    2.69682    0.73559
  589  970   -0.06899    0.56251    1.43595    0.73456    0.94434    0.92702
  589 1300    0.06256    0.02745    1.05029    1.71024    1.76570    1.91622
  589 1429   -0.51415    0.25686    0.07313    0.26856    2.82558    2.96895
  589 1587    0.05788    0.49507    0.88442    1.51891    1.00247    1.54102
  589 1656    0.34407    0.85168    1.37980    2.42812    2.73685    0.64545
  589 1864    0.09612    0.47137    0.16176    0.22853    2.31250    2.34817
  589 1867   -0.40576    0.33695    0.09416    0.19569    0.96032    0.96721
  589 1889   -1.39084    0.05016    0.07920    1.26741    1.71476    2.13536
  589 1905    1.31626    0.00075    0.52301    1.60145    1.72850    0.53022
  589 1944   -0.51643    0.18476    0.06923    2.88312    0.39846    2.83854
  589 2031    0.53900    0.31407    1.44567    0.46463    2.29759    2.20135
  590  640   -0.48378    0.32680    1.40402    0.17451    2.75983    2.74308
  590  918    0.07063    0.83969    0.44674    1.56957    1.11853    1.13130
  590  928    0.44584    0.38241    0.13352    0.08952    0.45350    0.45447
  590 1053   -1.14609    0.80793    0.42014    1.63098    1.04416    1.97832
  590 1217   -0.19197    0.91864    0.11747    1.37710    2.01418    1.21395
  590 1343    0.02327    0.57612    1.35400    0.21266    1.78682    1.80989
  590 1502    0.51214    0.07213    1.48637    0.25811    2.81279    2.86681
  590 1597    0.46222    0.17137    0.15923    0.27653    2.13054    2.17381
  590 1623    0.61235    0.86969    0.49853    1.58814    2.58146    1.70488
  590 1942   -0.30540    0.14585    1.42819    2.86869    1.41401    1.76437
  590 1958    0.10751    0.39775    1.36703    0.13119    2.46639    2.46215
  590 2113    0.19910    0.41796    1.52430    2.94548    2.69442    0.48092
  590 2132   -0.50169    0.12694    0.00260    2.71168    1.31261    1.91597
  590 2148   -0.64375    0.80442    0.55783    1.42568    2.61998    1.85154
  591  943   -0.71710    0.63620    1.26602    1.52199    1.09090    1.95984
  591 1120    0.20263    0.92132    0.84807    1.45572    0.20869    1.47197
  591 1413    0.47880    0.29210    0.15044    0.03393    0.03350    0.03422
  591 1592   -0.08912    0.48828    0.09797    2.85408    2.15907    1.03093
  591 1730   -0.27752    0.52934    0.91817    1.27930    0.91211    1.64689
  591 1746   -0.28943    0.75248    1.11382    1.66701    1.66732    1.25676
  591 1843    0.87590    0.41685    0.86317    1.74746    2.30970    1.25019
  591 1870   -0.03454    0.50057    0.01206    0.18344    1.03166    1.05040
  592  605   -0.52372    0.31662    0.05032    2.88967    0.25097    3.04345
  592  650    1.06315    0.23125    0.35658    1.65428    1.37099    1.63833
  592  869    0.92576    0.40625    0.33550    3.01696    2.80100    0.33060
  592 1278   -0.94397    0.25486    0.53667    1.56151    1.52505    0.43266
  592 1399   -0.19971    0.18552    1.14639    2.68163    2.07759    1.17624
  592 1473    0.92366    0.33951    0.48260    1.47201    1.54551    0.51869
  592 1478   -0.77638    0.48750    1.45113    0.57586    1.71033    1.86352
  592 1492   -0.07998    0.29056    1.80196    0.22359    1.05025    1.04217
  592 1549    0.37726    0.42490    1.43253    1.52886    0.87318    1.42564
  592 1711   -0.97458    0.33117    0.03650    1.83853    1.28076    1.77557
  592 1762   -1.10302    0.14015    0.61194    1.57838    1.87766    1.53693
  592 1825   -0.93977    0.19015    0.13292    1.32773    1.78232    2.59610
