m n xshort ynoraml zshort anglelong angleshort anglenormal
 1851 1973   -0.11369    0.86780    0.74786    1.77023    2.41272    1.23899
 1852 1874   -0.55650    0.24316    0.02401    0.01480    0.09885    0.09786
 1852 2031   -0.01127    0.50592    0.19814    3.00380    2.21767    0.93575
 1853 1980    0.37284    0.44017    1.11796    1.31944    1.32292    0.24585
 1853 2042   -0.02530    0.52674    0.02450    3.05090    2.00945    1.13459
 1853 2049    0.72385    0.25417    1.21281    2.48392    1.24426    1.99923
 1853 2053    0.64748    0.51588    0.44984    1.07678    2.32307    1.81609
 1854 2092    0.12099    0.47883    0.00515    3.00370    2.20529    0.94332
 1855 1868   -0.54866    0.24388    0.11539    2.98700    2.95230    0.13961
 1855 1924   -0.16984    0.53248    0.05963    2.84054    1.05044    2.10778
 1855 2011    0.56954    0.52004    1.34219    0.26294    2.90128    3.01331
 1855 2042    0.91528    0.03342    0.44030    0.05812    0.92836    0.92831
 1856 2153    0.15374    0.51534    0.25842    0.24274    1.34410    1.37319
 1857 1972    0.36632    0.65518    1.15802    0.46804    0.78912    0.79184
 1857 1996   -0.71526    0.17689    1.29574    2.72802    0.35169    2.78967
 1857 2003   -1.36485    0.51222    0.19713    1.41189    1.51591    0.53475
 1857 2136    0.52229    0.01766    0.06381    0.13814    1.26917    1.27477
 1857 2143   -0.32936    0.54801    1.33438    0.12507    1.05647    1.05076
 1858 2039    0.44491    0.19489    0.03411    2.89730    2.23470    0.92680
 1860 1970    0.79131    0.99209    0.52236    1.51126    2.23489    1.25575
 1860 1987   -0.17322    0.48208    0.38160    0.36457    0.70543    0.64758
 1860 1992   -0.05962    0.77484    1.13404    1.83412    1.67987    1.30839
 1860 2037   -0.33062    0.33699    0.12605    2.99794    2.58777    0.56079
 1860 2131    0.59360    0.19558    0.05523    0.32851    2.75708    2.94277
 1861 1997    0.47228    0.33555    1.61442    0.26324    2.90717    2.98451
 1861 2095   -0.55614    0.28932    0.03475    2.78687    0.34421    3.04314
 1862 2015    0.41676    0.36206    1.51880    0.51762    2.96262    2.65697
 1862 2042   -0.42918    0.10000    1.09664    1.91902    2.28289    0.99779
 1862 2130   -0.47901    0.58144    1.20441    0.50645    2.06449    2.10356
 1863 1869    0.49349    0.77945    0.18149    1.86844    1.86040    1.70007
 1863 1909    0.52024    0.26102    0.13847    2.89095    2.46586    0.69662
 1863 1920   -0.02158    0.44290    1.42379    0.39341    2.19410    2.21240
 1863 2082   -0.88762    0.52892    1.28856    2.06539    1.87742    1.35006
 1864 1867   -0.44832    0.26655    0.04980    0.37553    2.72697    2.96777
 1864 1961   -1.01349    0.78206    0.63054    1.64732    1.79978    0.80612
 1864 1991    0.50858    0.12939    0.24443    2.87649    0.88307    2.30441
 1865 2123    0.47836    0.39330    0.88024    1.27422    2.40732    1.90486
 1865 2162   -0.39663    0.15465    0.25013    0.34309    2.08235    2.13646
 1866 1913    0.80893    0.44183    0.12493    2.46504    0.80584    2.67692
 1866 1932   -0.51434    0.76328    0.84573    2.02930    0.82983    1.79587
 1866 1950   -0.19936    0.31536    0.86705    2.18229    1.08876    2.63868
 1866 1962   -0.89958    0.46345    0.56888    1.57401    2.40550    1.34676
 1866 2084    0.01500    0.83624    0.47166    1.95485    2.12719    1.60754
 1866 2125    0.01674    0.90130    0.47259    1.83347    2.42470    1.43240
 1867 1944   -0.45261    0.19147    0.26383    2.83119    1.31840    1.87158
 1867 2018    0.02657    0.49562    0.00377    0.27229    1.98904    2.02443
 1867 2031    0.83337    0.37644    1.19663    0.65920    1.47042    1.26245
 1868 1924   -0.32720    0.32741    0.12508    0.34904    2.15686    2.22941
 1868 2011    0.25590    0.16873    1.45165    2.75411    0.41720    2.97610
 1868 2042    0.27979    0.29587    0.38864    3.04506    2.33814    0.80487
 1868 2049   -0.64114    0.36179    1.48188    2.39301    1.58493    1.70784
 1869 2116    0.11408    0.36980    0.49867    1.54246    1.55460    0.44209
 1869 2146   -0.61396    0.27079    0.64512    1.45803    2.11537    1.27357
 1870 2142   -0.42306    0.66080    0.93515    1.38936    1.60255    1.72940
 1871 2024    0.69402    1.01574    0.72653    1.58463    1.55893    2.26939
 1872 2066   -1.02088    0.51727    1.05056    1.26993    2.26488    1.55631
 1873 2152    0.09772    0.23899    1.42093    0.38879    1.19050    1.11148
 1874 2128    0.92035    0.02188    0.34855    1.78789    1.69334    0.45148
 1875 1953   -0.31881    0.96574    0.00868    1.36347    2.07616    1.35735
 1876 1910    0.52680    0.51610    0.39110    2.37043    0.64314    2.70611
 1876 1994   -1.07218    0.12785    0.42997    1.34452    1.41155    0.36473
 1876 2122    1.17599    0.38545    0.72259    1.51820    1.66929    2.77796
 1876 2134   -1.23864    0.09567    0.66506    1.54793    1.64649    1.34489
 1877 2033   -0.50397    0.17566    0.18567    2.87689    1.81410    1.35682
 1878 2093    0.59179    0.21764    0.17192    2.97617    2.93345    0.12815
 1878 2104   -0.04934    0.13975    1.54362    1.04346    0.83391    0.63943
 1879 2151    0.17969    0.50189    0.15393    2.83888    1.14602    2.04371
 1880 2005    0.50421    0.15875    1.51671    0.46237    1.73097    1.78712
 1880 2026    0.84526    0.02800    1.49291    0.53944    1.25819    1.34418
 1881 1882   -0.46189    0.35690    1.11245    1.44548    1.20603    2.08495
 1882 2048   -0.13179    0.84757    1.21602    1.35096    1.72873    1.18727
 1883 1937    0.56964    0.27266    1.30775    2.15338    1.80034    1.18661
 1883 1968    0.75121    0.09653    0.62435    0.13196    1.24708    1.24433
 1884 1927    0.22134    0.46317    0.12086    0.30271    2.22681    2.28467
 1885 1906    0.04274    0.50591    0.30241    2.88516    1.99666    1.18056
 1886 1890    0.95820    0.31074    1.32850    0.39750    1.85968    1.86817
 1886 1966   -0.03333    0.40793    0.57673    1.29238    1.30074    0.13274
 1886 1991   -1.12871    0.28219    0.25173    1.13395    1.81260    1.67400
 1886 2056   -0.24222    0.46132    1.41895    0.72226    1.10485    1.35467
 1886 2086   -0.07604    0.19623    1.15658    1.40789    1.40910    0.05887
 1886 2142   -0.69815    0.63383    0.16968    2.68327    1.35824    1.72923
 1887 1920   -0.32407    0.24882    1.25950    1.06158    0.56427    0.88614
 1887 1978    0.59313    0.80869    0.22613    1.80865    1.35368    1.47571
 1887 2063   -0.12338    0.49764    0.07692    0.25099    1.24880    1.27066
 1887 2079    0.53962    0.75948    0.80841    1.67384    1.15730    1.64196
 1888 2002    0.44442    0.16967    0.04603    2.99103    2.09077    1.04286
 1888 2016    0.59124    0.10192    1.55397    2.84629    2.30387    0.88595
 1888 2043   -0.49409    0.16146    0.11096    0.42374    1.98244    2.07598
 1889 1905   -0.19665    0.40318    0.06247    0.43555    2.47420    2.64398
 1889 2123   -0.23667    0.52876    0.91169    1.84208    0.10877    1.84576
 1889 2162   -0.61417    0.18193    0.24748    2.75698    0.44624    2.78564
 1890 2022    0.22604    0.21118    0.92695    2.14599    2.15265    0.24983
 1890 2096   -0.60658    0.55972    1.00468    2.59472    0.50118    2.91764
 1891 1903   -0.92785    0.41162    1.20448    0.48837    1.29499    1.40776
 1891 1945    0.37032    0.28866    0.28801    2.79897    0.59560    2.65058
 1892 1913    0.51381    0.06677    1.09685    1.21409    0.79309    1.09603
 1892 2023   -0.76752    0.77422    0.45647    1.85576    2.14559    1.19347
 1892 2073   -0.72831    0.71269    0.92201    1.64521    2.52010    1.67483
 1893 1983   -0.09021    0.48866    0.09297    2.99931    2.37139    0.77635
 1893 2064   -0.76492    0.24821    1.36817    0.40282    1.91269    1.99858
 1893 2133    0.94111    0.54351    0.93413    1.56511    1.52948    2.70949
 1894 2084    0.93770    0.64379    0.35309    1.86598    1.07957    2.33457
 1895 2094    0.21213    0.89595    0.73858    1.42845    2.10995    1.68568
 1895 2143    0.69481    0.14484    0.78701    0.33850    2.82067    3.03394
 1896 2021    0.37319    0.70467    1.63643    3.03569    1.25236    1.89439
 1896 2035   -0.47951    0.28294    0.12087    2.97081    2.96893    0.02795
 1897 2028    0.67746    0.27704    1.39108    0.29785    1.39520    1.35302
 1898 2147   -0.93457    0.59607    0.09233    1.54531    1.60332    1.50214
 1899 1927    0.43636    0.20160    0.10198    2.91344    1.07288    2.09055
 1899 1952    0.50051    0.29826    0.16570    0.13423    0.36324    0.37400
 1899 1954    0.16658    0.44895    1.46691    2.62296    0.80480    2.49206
 1900 1916    0.00516    0.50403    0.14213    2.86857    1.28823    1.89110
 1900 2123   -1.41721    0.32884    0.70219    1.01102    1.22364    0.84093
 1900 2126    0.27292    0.20345    1.43908    1.68768    1.01333    1.34766
 1901 2093    0.46647    0.60286    1.23998    1.90550    1.43315    1.05322
 1901 2133    1.22437    0.45223    0.59398    1.88531    1.19791    1.77175
 1903 1945    0.56379    0.07518    1.49331    2.68735    0.99901    2.22477
 1904 2022   -0.43664    0.70909    1.13213    2.84265    1.22526    1.87053
 1904 2048   -0.38591    0.47391    0.33959    0.13962    1.83143    1.83855
 1904 2096    0.02462    0.12804    1.57343    2.43504    2.12337    1.18227
 1905 1914    0.42979    0.44528    1.27104    1.29025    2.13872    2.16702
 1905 2123   -0.42369    0.69980    1.05272    1.68418    2.38589    1.18318
 1906 1999    0.91359    0.78095    0.04862    1.60775    1.57611    0.56212
 1906 2086   -0.77143    0.73049    0.60467    1.63569    1.84447    0.69502
 1908 1998   -0.24084    0.62039    1.54252    1.70073    1.45566    1.23566
 1910 1994    0.48385    0.69245    0.00483    2.20718    0.78921    2.61964
 1911 2071    0.35974    0.37352    0.30861    1.59210    1.61416    0.63669
 1912 2019    0.73413    0.65372    0.58466    1.86875    1.84630    1.59631
 1912 2158    0.39462    0.38608    0.16184    0.24258    2.43004    2.47113
 1913 1932   -0.36475    0.56852    1.38479    0.76460    0.76085    0.94958
 1913 1940   -0.28741    0.70818    1.46627    1.24931    0.76854    1.09614
 1913 1962    0.09153    0.96104    0.30475    1.78038    1.87264    1.35145
 1913 2073    1.23735    0.39598    0.55029    1.79824    1.95172    0.69520
 1914 1957    0.58197    0.03195    0.00582    0.27937    2.04712    2.08903
 1914 2028    0.24277    1.11490    0.24688    1.76275    1.14415    2.10919
 1914 2123    0.28454    0.82946    0.26816    1.22750    0.65392    1.13607
 1915 2091   -0.22243    0.53674    1.40683    0.44833    2.20976    2.23306
 1916 2126   -0.99870    0.27417    1.08968    1.66555    1.55201    2.31406
 1917 1952   -0.45411    0.25935    1.01542    1.74349    1.84258    0.58763
 1917 2045   -0.53134    0.28945    0.05602    2.77338    0.36561    3.08466
 1918 1939    0.84911    0.15759    0.23388    2.89197    2.93606    0.14120
 1918 1968   -0.37001    0.14049    0.48670    2.87480    1.90992    1.26678
 1918 2010   -0.21202    0.96141    0.69479    1.45193    3.02308    1.68289
 1918 2038    0.27293    0.94708    0.38449    1.60877    2.96552    1.51735
 1919 1980   -0.45351    0.01219    1.58559    2.90645    1.16722    1.95771
 1920 2030   -0.21894    0.83138    1.21134    1.06299    2.52073    1.88304
 1920 2079   -0.56197    0.38828    0.89444    2.48543    1.68875    1.60317
 1920 2082    0.49391    0.72901    0.01705    2.08860    0.46466    1.97798
 1920 2083    0.13178    0.85318    0.55079    2.15001    1.90083    1.66088
 1920 2120   -0.72928    0.52109    0.42505    2.19408    0.35838    2.12248
 1921 1959   -0.82519    0.41067    0.51813    1.15941    0.81405    1.10052
 1921 2062   -0.25891    1.13272    0.86810    1.02346    3.02728    2.11592
 1921 2069   -0.18763    0.60585    0.81081    1.31330    0.92431    1.02087
 1921 2122    0.31264    0.90917    0.89206    1.01776    2.82334    2.15285
 1922 1996    0.63201    0.04915    0.12044    2.82222    1.11418    2.08066
 1923 1988    0.04605    0.48688    0.09804    2.90005    1.48402    1.68578
 1923 2005   -0.17179    0.11226    1.54013    0.07085    0.23097    0.22909
 1923 2052    0.13109    0.48159    0.32886    0.27686    1.25146    1.29127
 1923 2124    0.04428    0.38540    1.36350    0.19015    2.27361    2.25408
 1923 2127   -1.10830    0.32360    1.51177    2.77216    2.78607    0.16922
 1924 2011    0.22466    0.39461    1.38521    2.94780    2.09222    1.07028
 1925 1931   -1.07107    0.00596    0.84838    2.61295    0.70943    2.65841
 1926 1949   -0.09661    0.57161    0.25574    0.44175    1.86562    1.96407
 1926 1967   -0.45187    0.16421    0.05219    0.40960    2.09986    2.19520
 1928 1970    0.43722    0.26213    0.18553    2.81338    0.76273    2.41153
 1928 2078   -0.55549    0.22759    0.13981    2.84184    0.36595    2.92541
 1933 2130    0.14679    0.56487    0.91674    1.82795    2.90032    1.33563
 1934 1976    0.44310    0.75624    0.50491    1.51417    1.41901    1.57839
 1934 2070   -0.21490    0.86622    1.13868    1.70802    1.04171    1.51381
 1935 1989    0.25569    0.37182    1.28814    2.92210    2.90853    0.11834
 1936 1966   -0.56026    0.75610    0.32479    0.22946    2.11303    2.14086
 1936 1999   -0.46967    0.16248    0.05232    0.33697    2.54029    2.64758
 1936 2086    0.12081    0.47723    0.00986    0.34851    2.13424    2.20572
 1937 1976    0.77086    0.17353    1.32117    0.26321    2.55778    2.60327
 1937 2087    0.60969    0.10642    0.97128    1.80459    1.49816    0.80530
 1937 2151   -0.22467    0.08002    1.53845    0.98103    1.20413    1.04663
 1938 2071   -0.26528    0.35985    1.07945    1.43595    1.85148    1.00194
 1939 2018   -0.54607    0.76468    0.93573    1.41002    1.82446    1.60570
 1939 2154   -0.24937    1.02057    0.01818    1.69205    0.50985    1.62377
 1941 1996    0.54666    0.40126    1.59453    0.09864    1.57461    1.56975
 1941 2009   -0.00442    0.49274    1.32250    0.28109    0.53184    0.50296
 1942 2113    0.54819    0.19215    0.03141    0.42604    2.12810    2.23712
 1942 2132   -0.02635    0.14013    1.46279    0.47118    2.41909    2.60255
 1943 1959   -0.53016    0.18061    0.07311    3.04716    3.01084    0.15102
 1943 2103    0.23978    0.71473    0.10428    1.78675    1.01678    1.34112
 1944 2031   -0.40327    0.10297    1.46250    2.57003    2.38287    0.65866
 1946 2012   -0.48062    0.85251    0.73457    1.71243    0.35933    1.70643
 1946 2072   -0.16147    0.26013    1.02008    1.66957    0.84471    1.40059
 1947 2099   -0.63993    0.69720    0.97961    2.04564    1.02068    2.19937
 1947 2114    0.11400    0.48351    0.15527    2.96738    2.28440    0.87653
 1948 2083   -0.03833    0.49412    0.72653    0.89365    1.83675    2.18295
 1949 2067    0.55304    0.35750    0.91832    1.71469    1.64940    0.56419
 1951 1952   -0.37475    0.27185    1.23403    1.68461    1.86716    0.68012
 1953 2046   -0.32493    0.37179    0.41674    1.43082    1.36715    0.51732
 1955 1984    0.57983    0.36867    1.38317    0.65430    1.43989    1.61997
 1955 2076   -0.50016    0.10265    0.35170    0.29968    2.68963    2.69218
 1955 2105    0.08094    0.86941    0.28815    1.96401    2.45510    0.92010
 1955 2157    0.18283    0.61967    0.10640    1.65052    1.19741    2.36420
 1956 2005    0.29853    0.19073    1.68023    0.50146    2.35198    2.54452
 1956 2026    0.17614    0.28470    1.31558    0.46763    0.75205    0.60411
 1957 2123   -0.76873    0.18804    0.40865    1.26875    2.08251    1.43461
 1958 2132   -0.59306    0.00647    1.39799    2.67772    2.40286    0.62298
 1959 2103   -0.17986    0.91906    0.09946    1.29642    2.22925    1.48956
 1959 2161    0.19748    0.25462    1.63312    2.75578    2.69806    0.40146
 1960 2055    0.39608    0.40873    0.27551    1.50036    1.08806    1.38120
 1960 2159   -0.25922    0.14510    1.57503    2.10113    2.17980    0.38583
 1961 1991    0.80873    0.10492    0.88399    1.39423    2.04592    1.56554
 1962 2000    0.00719    0.92533    0.72578    1.75299    2.71706    1.44813
 1964 2119    0.39389    0.26260    0.25322    3.05446    1.08456    2.05512
 1965 1975    0.91577    0.17993    0.34685    1.63415    1.63671    0.09544
 1965 2060    0.33211    0.43182    1.13676    1.72598    1.88866    0.83983
 1965 2061    0.61832    0.26578    1.01125    1.52527    1.65025    0.62734
 1965 2085   -0.69621    0.00143    1.04972    1.96258    0.91660    2.26207
